ZXR1500,50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16747,39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16748,41, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Female
ZXR16749,55, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR16750,53, Private, 1st-4th,2, Married-civ-spouse, Other-service, Husband, Black, Male
ZXR16751,53, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female
ZXR16752,31, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16753,21, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR16754,30, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Male
ZXR16755,74, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female
ZXR16756,53, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR16757,47, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16758,60, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR16759,59, Private, 9th,5, Separated, Machine-op-inspct, Unmarried, White, Female
ZXR16760,37, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male
ZXR16761,47, Federal-gov, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16762,49, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16763,73, Local-gov, Some-college,10, Never-married, Prof-specialty, Other-relative, White, Female
ZXR16764,58, Private, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female
ZXR16765,18, ?, 11th,7, Never-married, ?, Own-child, Black, Male
ZXR16766,35, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male
ZXR16767,24, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR16768,62, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female
ZXR16769,58, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR16770,51, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16771,21, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Male
ZXR16772,30, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16773,27, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16774,25, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR16775,31, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male
ZXR16776,31, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female
ZXR16777,44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16778,52, Self-emp-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16779,30, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male
ZXR16780,29, Private, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male
ZXR16781,36, Private, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male
ZXR16782,54, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR16783,59, Local-gov, Some-college,10, Separated, Protective-serv, Not-in-family, White, Male
ZXR16784,55, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male
ZXR16785,70, ?, Assoc-voc,11, Never-married, ?, Not-in-family, White, Male
ZXR16786,22, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female
ZXR16787,42, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female
ZXR16788,36, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Wife, White, Female
ZXR16789,32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16790,44, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16791,22, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Male
ZXR16792,25, Private, 11th,7, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male
ZXR16793,31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16794,33, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male
ZXR16795,54, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male
ZXR16796,42, Self-emp-not-inc, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male
ZXR16797,49, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16798,30, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16799,54, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female
ZXR16800,39, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male
ZXR16801,24, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR16802,21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female
ZXR16803,23, Private, 9th,5, Never-married, Other-service, Unmarried, Black, Female
ZXR16804,54, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female
ZXR16805,23, Private, Masters,14, Never-married, Sales, Not-in-family, White, Female
ZXR16806,39, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male
ZXR16807,23, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR16808,67, ?, HS-grad,9, Widowed, ?, Other-relative, White, Female
ZXR16809,19, ?, 11th,7, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female
ZXR16810,41, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
ZXR16811,32, Private, 11th,7, Never-married, Other-service, Not-in-family, Black, Male
ZXR16812,57, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16813,18, Private, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female
ZXR16814,60, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16815,21, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female
ZXR16816,53, Private, Some-college,10, Widowed, Adm-clerical, Other-relative, White, Female
ZXR16817,38, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16818,21, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male
ZXR16819,53, Private, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR16820,24, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR16821,36, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male
ZXR16822,29, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male
ZXR16823,23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male
ZXR16824,44, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16825,32, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16826,25, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR16827,41, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male
ZXR16828,18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female
ZXR16829,57, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16830,62, Private, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male
ZXR16831,29, Private, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR16832,19, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female
ZXR16833,35, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16834,52, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16835,28, Private, 10th,6, Never-married, Machine-op-inspct, Unmarried, White, Female
ZXR16836,38, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male
ZXR16837,42, Private, Some-college,10, Widowed, Sales, Unmarried, Black, Female
ZXR16838,41, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male
ZXR16839,23, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR16840,31, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male
ZXR16841,31, Private, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR16842,46, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16843,18, Private, 11th,7, Never-married, Sales, Own-child, White, Female
ZXR16844,57, Self-emp-not-inc, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR16845,25, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16846,32, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16847,27, Private, 9th,5, Never-married, Farming-fishing, Own-child, White, Male
ZXR16848,46, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16849,17, ?, 10th,6, Never-married, ?, Own-child, White, Female
ZXR16850,43, State-gov, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male
ZXR16851,56, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female
ZXR16852,19, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female
ZXR16853,20, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female
ZXR16854,42, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR16855,90, Private, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male
ZXR16856,25, Private, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male
ZXR16857,27, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female
ZXR16858,48, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16859,48, Federal-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Male
ZXR16860,27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16861,46, Private, Bachelors,13, Widowed, Tech-support, Unmarried, White, Female
ZXR16862,32, Private, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Male
ZXR16863,22, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR16864,24, Private, Bachelors,13, Married-AF-spouse, Prof-specialty, Wife, White, Female
ZXR16865,31, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16866,20, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16867,28, Self-emp-not-inc, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR16868,40, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16869,39, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16870,54, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16871,59, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR16872,17, Private, 11th,7, Never-married, Sales, Own-child, White, Female
ZXR16873,25, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Male
ZXR16874,49, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR16875,55, Self-emp-not-inc, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR16876,39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16877,67, Private, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female
ZXR16878,28, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Male
ZXR16879,35, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16880,44, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16881,51, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16882,55, Private, Bachelors,13, Widowed, Farming-fishing, Own-child, Asian-Pac-Islander, Male
ZXR16883,45, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR16884,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16885,45, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female
ZXR16886,45, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16887,35, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male
ZXR16888,55, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16889,59, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16890,22, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16891,46, Local-gov, Masters,14, Widowed, Exec-managerial, Unmarried, Black, Female
ZXR16892,23, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male
ZXR16893,47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16894,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16895,51, Private, 11th,7, Divorced, Transport-moving, Own-child, White, Male
ZXR16896,40, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male
ZXR16897,24, State-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male
ZXR16898,20, Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male
ZXR16899,44, Private, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male
ZXR16900,26, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male
ZXR16901,35, Local-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female
ZXR16902,23, Private, Some-college,10, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male
ZXR16903,40, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male
ZXR16904,49, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR16905,32, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR16906,28, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female
ZXR16907,51, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16908,62, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16909,31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16910,47, Local-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR16911,36, Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female
ZXR16912,44, State-gov, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR16913,18, ?, HS-grad,9, Never-married, ?, Own-child, White, Female
ZXR16914,46, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16915,32, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR16916,51, Self-emp-not-inc, Assoc-acdm,12, Divorced, Transport-moving, Unmarried, Black, Female
ZXR16917,48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16918,28, Private, Bachelors,13, Never-married, Machine-op-inspct, Unmarried, Black, Female
ZXR16919,57, Self-emp-inc, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR16920,33, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male
ZXR16921,42, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male
ZXR16922,17, Private, 10th,6, Never-married, Other-service, Own-child, White, Male
ZXR16923,63, ?, 9th,5, Separated, ?, Not-in-family, Black, Male
ZXR16924,31, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16925,34, ?, Masters,14, Never-married, ?, Not-in-family, White, Male
ZXR16926,35, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR16927,20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR16928,36, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR16929,24, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female
ZXR16930,33, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male
ZXR16931,36, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16932,31, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female
ZXR16933,29, Private, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female
ZXR16934,47, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16935,30, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16936,34, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR16937,23, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Female
